img_path,label
/home/guoj5/Desktop/data_normalized/sample_ds_7/nothing/sample_4464.npy,0
/home/guoj5/Desktop/data_normalized/sample_ds_10/nothing/sample_17313.npy,0
/home/guoj5/Desktop/data_normalized/sample_ds_2/object/sample_5964.npy,1
/home/guoj5/Desktop/data_normalized/sample_ds_5/object/sample_951.npy,1
/home/guoj5/Desktop/data_normalized/sample_ds_2/object/sample_943.npy,1
/home/guoj5/Desktop/data_normalized/sample_ds_11/nothing/sample_10065.npy,0
/home/guoj5/Desktop/data_normalized/sample_ds_10/nothing/sample_18296.npy,0
/home/guoj5/Desktop/data_normalized/sample_ds_10/object/sample_19478.npy,1
/home/guoj5/Desktop/data_normalized/sample_ds_11/nothing/sample_13786.npy,0
/home/guoj5/Desktop/data_normalized/sample_ds_5/nothing/sample_2681.npy,0
/home/guoj5/Desktop/data_normalized/sample_ds_10/nothing/sample_26928.npy,0
/home/guoj5/Desktop/data_normalized/sample_ds_5/object/sample_1105.npy,1
/home/guoj5/Desktop/data_normalized/sample_ds_8/object/sample_458.npy,1
/home/guoj5/Desktop/data_normalized/sample_ds_2/object/sample_7288.npy,1
/home/guoj5/Desktop/data_normalized/sample_ds_10/object/sample_8992.npy,1
/home/guoj5/Desktop/data_normalized/sample_ds_10/object/sample_3399.npy,1
/home/guoj5/Desktop/data_normalized/sample_ds_5/nothing/sample_1028.npy,0
/home/guoj5/Desktop/data_normalized/sample_ds_11/nothing/sample_13468.npy,0
/home/guoj5/Desktop/data_normalized/sample_ds_10/nothing/sample_27090.npy,1
/home/guoj5/Desktop/data_normalized/sample_ds_10/object/sample_9514.npy,1
/home/guoj5/Desktop/data_normalized/sample_ds_10/nothing/sample_22687.npy,0
/home/guoj5/Desktop/data_normalized/sample_ds_10/nothing/sample_6394.npy,0
/home/guoj5/Desktop/data_normalized/sample_ds_10/nothing/sample_12585.npy,1
/home/guoj5/Desktop/data_normalized/sample_ds_1/object/sample_142.npy,1
/home/guoj5/Desktop/data_normalized/sample_ds_10/nothing/sample_20028.npy,1
/home/guoj5/Desktop/data_normalized/sample_ds_7/nothing/sample_1044.npy,0
/home/guoj5/Desktop/data_normalized/sample_ds_10/nothing/sample_6802.npy,0
/home/guoj5/Desktop/data_normalized/sample_ds_2/object/sample_1837.npy,1
/home/guoj5/Desktop/data_normalized/sample_ds_11/nothing/sample_423.npy,0
/home/guoj5/Desktop/data_normalized/sample_ds_11/nothing/sample_517.npy,0
/home/guoj5/Desktop/data_normalized/sample_ds_7/object/sample_575.npy,1
/home/guoj5/Desktop/data_normalized/sample_ds_10/nothing/sample_190.npy,0
/home/guoj5/Desktop/data_normalized/sample_ds_11/nothing/sample_13242.npy,0
/home/guoj5/Desktop/data_normalized/sample_ds_7/object/sample_7109.npy,1
/home/guoj5/Desktop/data_normalized/sample_ds_0/nothing/sample_80.npy,0
/home/guoj5/Desktop/data_normalized/sample_ds_10/nothing/sample_13479.npy,1
/home/guoj5/Desktop/data_normalized/sample_ds_10/nothing/sample_18875.npy,1
/home/guoj5/Desktop/data_normalized/sample_ds_2/object/sample_420.npy,1
/home/guoj5/Desktop/data_normalized/sample_ds_10/nothing/sample_4320.npy,0
/home/guoj5/Desktop/data_normalized/sample_ds_0/nothing/sample_662.npy,0
/home/guoj5/Desktop/data_normalized/sample_ds_10/nothing/sample_19322.npy,1
/home/guoj5/Desktop/data_normalized/sample_ds_10/object/sample_5936.npy,1
/home/guoj5/Desktop/data_normalized/sample_ds_11/nothing/sample_12119.npy,0
/home/guoj5/Desktop/data_normalized/sample_ds_7/object/sample_1152.npy,1
/home/guoj5/Desktop/data_normalized/sample_ds_11/nothing/sample_3421.npy,0
/home/guoj5/Desktop/data_normalized/sample_ds_8/nothing/sample_2705.npy,0
/home/guoj5/Desktop/data_normalized/sample_ds_11/object/sample_16600.npy,1
/home/guoj5/Desktop/data_normalized/sample_ds_10/nothing/sample_23173.npy,0
/home/guoj5/Desktop/data_normalized/sample_ds_10/nothing/sample_989.npy,0
/home/guoj5/Desktop/data_normalized/sample_ds_11/nothing/sample_4116.npy,0
/home/guoj5/Desktop/data_normalized/sample_ds_10/nothing/sample_35052.npy,0
/home/guoj5/Desktop/data_normalized/sample_ds_11/nothing/sample_15423.npy,1
/home/guoj5/Desktop/data_normalized/sample_ds_10/nothing/sample_20986.npy,1
/home/guoj5/Desktop/data_normalized/sample_ds_10/nothing/sample_13586.npy,1
/home/guoj5/Desktop/data_normalized/sample_ds_10/nothing/sample_245.npy,0
/home/guoj5/Desktop/data_normalized/sample_ds_10/nothing/sample_21079.npy,0
/home/guoj5/Desktop/data_normalized/sample_ds_10/nothing/sample_9873.npy,0
/home/guoj5/Desktop/data_normalized/sample_ds_11/object/sample_11673.npy,1
/home/guoj5/Desktop/data_normalized/sample_ds_10/nothing/sample_27094.npy,1
/home/guoj5/Desktop/data_normalized/sample_ds_10/object/sample_23618.npy,1
/home/guoj5/Desktop/data_normalized/sample_ds_10/nothing/sample_2055.npy,0
/home/guoj5/Desktop/data_normalized/sample_ds_10/nothing/sample_33172.npy,0
/home/guoj5/Desktop/data_normalized/sample_ds_2/object/sample_683.npy,1
/home/guoj5/Desktop/data_normalized/sample_ds_10/nothing/sample_26725.npy,1
/home/guoj5/Desktop/data_normalized/sample_ds_5/object/sample_652.npy,1
/home/guoj5/Desktop/data_normalized/sample_ds_10/nothing/sample_4073.npy,0
/home/guoj5/Desktop/data_normalized/sample_ds_8/object/sample_2895.npy,1
/home/guoj5/Desktop/data_normalized/sample_ds_10/nothing/sample_14523.npy,1
/home/guoj5/Desktop/data_normalized/sample_ds_0/nothing/sample_463.npy,0
/home/guoj5/Desktop/data_normalized/sample_ds_10/object/sample_5112.npy,1
/home/guoj5/Desktop/data_normalized/sample_ds_8/object/sample_82.npy,1
/home/guoj5/Desktop/data_normalized/sample_ds_10/object/sample_2936.npy,1
/home/guoj5/Desktop/data_normalized/sample_ds_11/object/sample_5995.npy,1
/home/guoj5/Desktop/data_normalized/sample_ds_11/object/sample_11971.npy,1
/home/guoj5/Desktop/data_normalized/sample_ds_7/object/sample_1352.npy,1
/home/guoj5/Desktop/data_normalized/sample_ds_11/nothing/sample_6326.npy,0
/home/guoj5/Desktop/data_normalized/sample_ds_10/object/sample_7897.npy,1
/home/guoj5/Desktop/data_normalized/sample_ds_10/object/sample_21708.npy,1
/home/guoj5/Desktop/data_normalized/sample_ds_2/object/sample_3812.npy,1
/home/guoj5/Desktop/data_normalized/sample_ds_2/nothing/sample_6107.npy,0
/home/guoj5/Desktop/data_normalized/sample_ds_2/object/sample_313.npy,1
/home/guoj5/Desktop/data_normalized/sample_ds_7/nothing/sample_1744.npy,0
/home/guoj5/Desktop/data_normalized/sample_ds_10/nothing/sample_30724.npy,0
/home/guoj5/Desktop/data_normalized/sample_ds_10/object/sample_6652.npy,1
/home/guoj5/Desktop/data_normalized/sample_ds_10/object/sample_6645.npy,1
/home/guoj5/Desktop/data_normalized/sample_ds_2/nothing/sample_8643.npy,0
/home/guoj5/Desktop/data_normalized/sample_ds_10/nothing/sample_1387.npy,1
/home/guoj5/Desktop/data_normalized/sample_ds_11/object/sample_8191.npy,1
/home/guoj5/Desktop/data_normalized/sample_ds_11/object/sample_4136.npy,1
/home/guoj5/Desktop/data_normalized/sample_ds_11/object/sample_2660.npy,1
/home/guoj5/Desktop/data_normalized/sample_ds_10/object/sample_19008.npy,1
/home/guoj5/Desktop/data_normalized/sample_ds_2/object/sample_2904.npy,1
/home/guoj5/Desktop/data_normalized/sample_ds_10/nothing/sample_27021.npy,1
/home/guoj5/Desktop/data_normalized/sample_ds_2/nothing/sample_853.npy,0
/home/guoj5/Desktop/data_normalized/sample_ds_10/nothing/sample_17746.npy,0
/home/guoj5/Desktop/data_normalized/sample_ds_2/object/sample_144.npy,1
/home/guoj5/Desktop/data_normalized/sample_ds_10/nothing/sample_38296.npy,0
/home/guoj5/Desktop/data_normalized/sample_ds_10/nothing/sample_37957.npy,0
/home/guoj5/Desktop/data_normalized/sample_ds_10/nothing/sample_33298.npy,0
/home/guoj5/Desktop/data_normalized/sample_ds_5/object/sample_1298.npy,1
/home/guoj5/Desktop/data_normalized/sample_ds_11/nothing/sample_15142.npy,0
/home/guoj5/Desktop/data_normalized/sample_ds_2/object/sample_5918.npy,1
/home/guoj5/Desktop/data_normalized/sample_ds_10/nothing/sample_634.npy,0
/home/guoj5/Desktop/data_normalized/sample_ds_8/object/sample_707.npy,1
/home/guoj5/Desktop/data_normalized/sample_ds_2/object/sample_654.npy,1
/home/guoj5/Desktop/data_normalized/sample_ds_10/nothing/sample_3366.npy,0
/home/guoj5/Desktop/data_normalized/sample_ds_8/object/sample_2820.npy,1
/home/guoj5/Desktop/data_normalized/sample_ds_10/nothing/sample_16717.npy,1
/home/guoj5/Desktop/data_normalized/sample_ds_2/object/sample_3401.npy,1
/home/guoj5/Desktop/data_normalized/sample_ds_8/object/sample_2290.npy,1
/home/guoj5/Desktop/data_normalized/sample_ds_9/nothing/sample_2.npy,0
/home/guoj5/Desktop/data_normalized/sample_ds_7/nothing/sample_5178.npy,0
/home/guoj5/Desktop/data_normalized/sample_ds_10/nothing/sample_17539.npy,1
/home/guoj5/Desktop/data_normalized/sample_ds_10/nothing/sample_23850.npy,0
/home/guoj5/Desktop/data_normalized/sample_ds_10/nothing/sample_20175.npy,1
/home/guoj5/Desktop/data_normalized/sample_ds_8/nothing/sample_787.npy,0
/home/guoj5/Desktop/data_normalized/sample_ds_7/object/sample_8025.npy,1
/home/guoj5/Desktop/data_normalized/sample_ds_2/nothing/sample_6770.npy,0
/home/guoj5/Desktop/data_normalized/sample_ds_11/nothing/sample_4651.npy,1
/home/guoj5/Desktop/data_normalized/sample_ds_10/object/sample_19502.npy,1
/home/guoj5/Desktop/data_normalized/sample_ds_2/object/sample_4336.npy,1
/home/guoj5/Desktop/data_normalized/sample_ds_11/nothing/sample_2617.npy,1
/home/guoj5/Desktop/data_normalized/sample_ds_3/nothing/sample_336.npy,0
/home/guoj5/Desktop/data_normalized/sample_ds_8/object/sample_2785.npy,1
/home/guoj5/Desktop/data_normalized/sample_ds_10/nothing/sample_31013.npy,0
/home/guoj5/Desktop/data_normalized/sample_ds_2/nothing/sample_8601.npy,0
/home/guoj5/Desktop/data_normalized/sample_ds_3/nothing/sample_452.npy,0
/home/guoj5/Desktop/data_normalized/sample_ds_10/nothing/sample_29822.npy,0
/home/guoj5/Desktop/data_normalized/sample_ds_11/nothing/sample_7565.npy,0
/home/guoj5/Desktop/data_normalized/sample_ds_8/object/sample_144.npy,1
/home/guoj5/Desktop/data_normalized/sample_ds_8/nothing/sample_1173.npy,1
/home/guoj5/Desktop/data_normalized/sample_ds_7/object/sample_775.npy,1
/home/guoj5/Desktop/data_normalized/sample_ds_10/nothing/sample_37528.npy,0
/home/guoj5/Desktop/data_normalized/sample_ds_10/nothing/sample_16856.npy,1
/home/guoj5/Desktop/data_normalized/sample_ds_2/nothing/sample_8615.npy,0
/home/guoj5/Desktop/data_normalized/sample_ds_11/nothing/sample_5325.npy,0
/home/guoj5/Desktop/data_normalized/sample_ds_2/object/sample_1998.npy,1
/home/guoj5/Desktop/data_normalized/sample_ds_11/nothing/sample_14981.npy,0
/home/guoj5/Desktop/data_normalized/sample_ds_10/nothing/sample_16492.npy,0
/home/guoj5/Desktop/data_normalized/sample_ds_2/object/sample_1013.npy,1
/home/guoj5/Desktop/data_normalized/sample_ds_7/nothing/sample_2558.npy,1
/home/guoj5/Desktop/data_normalized/sample_ds_10/object/sample_9306.npy,1
/home/guoj5/Desktop/data_normalized/sample_ds_11/object/sample_8977.npy,1
/home/guoj5/Desktop/data_normalized/sample_ds_10/object/sample_2720.npy,1
/home/guoj5/Desktop/data_normalized/sample_ds_11/nothing/sample_16348.npy,0
/home/guoj5/Desktop/data_normalized/sample_ds_10/nothing/sample_18321.npy,0
/home/guoj5/Desktop/data_normalized/sample_ds_10/nothing/sample_28429.npy,0
/home/guoj5/Desktop/data_normalized/sample_ds_10/object/sample_13112.npy,1
/home/guoj5/Desktop/data_normalized/sample_ds_10/nothing/sample_22790.npy,1
/home/guoj5/Desktop/data_normalized/sample_ds_10/nothing/sample_26424.npy,0
/home/guoj5/Desktop/data_normalized/sample_ds_10/nothing/sample_34324.npy,0
/home/guoj5/Desktop/data_normalized/sample_ds_10/nothing/sample_23815.npy,0
/home/guoj5/Desktop/data_normalized/sample_ds_2/object/sample_4317.npy,1
/home/guoj5/Desktop/data_normalized/sample_ds_11/nothing/sample_5863.npy,0
/home/guoj5/Desktop/data_normalized/sample_ds_2/nothing/sample_2880.npy,1
/home/guoj5/Desktop/data_normalized/sample_ds_11/nothing/sample_6156.npy,0
/home/guoj5/Desktop/data_normalized/sample_ds_10/object/sample_21729.npy,1
/home/guoj5/Desktop/data_normalized/sample_ds_7/nothing/sample_4219.npy,0
/home/guoj5/Desktop/data_normalized/sample_ds_11/object/sample_16404.npy,1
/home/guoj5/Desktop/data_normalized/sample_ds_8/nothing/sample_2182.npy,0
/home/guoj5/Desktop/data_normalized/sample_ds_10/object/sample_4221.npy,1
/home/guoj5/Desktop/data_normalized/sample_ds_2/nothing/sample_4100.npy,0
/home/guoj5/Desktop/data_normalized/sample_ds_2/nothing/sample_8455.npy,0
/home/guoj5/Desktop/data_normalized/sample_ds_5/nothing/sample_2780.npy,0
/home/guoj5/Desktop/data_normalized/sample_ds_10/nothing/sample_18356.npy,0
/home/guoj5/Desktop/data_normalized/sample_ds_2/object/sample_87.npy,1
/home/guoj5/Desktop/data_normalized/sample_ds_10/nothing/sample_26402.npy,0
/home/guoj5/Desktop/data_normalized/sample_ds_2/object/sample_739.npy,1
/home/guoj5/Desktop/data_normalized/sample_ds_10/object/sample_6239.npy,1
/home/guoj5/Desktop/data_normalized/sample_ds_8/object/sample_550.npy,1
/home/guoj5/Desktop/data_normalized/sample_ds_11/nothing/sample_1995.npy,1
/home/guoj5/Desktop/data_normalized/sample_ds_10/nothing/sample_2447.npy,1
/home/guoj5/Desktop/data_normalized/sample_ds_10/nothing/sample_22793.npy,0
/home/guoj5/Desktop/data_normalized/sample_ds_10/nothing/sample_17965.npy,0
/home/guoj5/Desktop/data_normalized/sample_ds_10/nothing/sample_27502.npy,1
/home/guoj5/Desktop/data_normalized/sample_ds_3/object/sample_10.npy,1
/home/guoj5/Desktop/data_normalized/sample_ds_10/nothing/sample_26978.npy,0
/home/guoj5/Desktop/data_normalized/sample_ds_11/nothing/sample_17153.npy,0
/home/guoj5/Desktop/data_normalized/sample_ds_5/nothing/sample_599.npy,0
/home/guoj5/Desktop/data_normalized/sample_ds_10/nothing/sample_5894.npy,0
/home/guoj5/Desktop/data_normalized/sample_ds_10/nothing/sample_34912.npy,0
/home/guoj5/Desktop/data_normalized/sample_ds_2/nothing/sample_8760.npy,0
/home/guoj5/Desktop/data_normalized/sample_ds_8/object/sample_202.npy,1
/home/guoj5/Desktop/data_normalized/sample_ds_5/object/sample_1069.npy,1
/home/guoj5/Desktop/data_normalized/sample_ds_10/object/sample_7109.npy,1
/home/guoj5/Desktop/data_normalized/sample_ds_7/nothing/sample_4555.npy,0
/home/guoj5/Desktop/data_normalized/sample_ds_11/nothing/sample_1176.npy,0
/home/guoj5/Desktop/data_normalized/sample_ds_11/nothing/sample_9139.npy,0
/home/guoj5/Desktop/data_normalized/sample_ds_10/object/sample_21724.npy,1
/home/guoj5/Desktop/data_normalized/sample_ds_10/nothing/sample_4404.npy,0
/home/guoj5/Desktop/data_normalized/sample_ds_8/nothing/sample_3132.npy,0
/home/guoj5/Desktop/data_normalized/sample_ds_8/nothing/sample_2890.npy,0
/home/guoj5/Desktop/data_normalized/sample_ds_11/nothing/sample_6953.npy,0
/home/guoj5/Desktop/data_normalized/sample_ds_5/nothing/sample_879.npy,0
/home/guoj5/Desktop/data_normalized/sample_ds_2/object/sample_5246.npy,1
/home/guoj5/Desktop/data_normalized/sample_ds_5/object/sample_819.npy,1
/home/guoj5/Desktop/data_normalized/sample_ds_9/nothing/sample_245.npy,0
/home/guoj5/Desktop/data_normalized/sample_ds_5/object/sample_1155.npy,1
/home/guoj5/Desktop/data_normalized/sample_ds_11/nothing/sample_16184.npy,0
/home/guoj5/Desktop/data_normalized/sample_ds_10/object/sample_1050.npy,1
/home/guoj5/Desktop/data_normalized/sample_ds_11/nothing/sample_7566.npy,0
/home/guoj5/Desktop/data_normalized/sample_ds_11/nothing/sample_5641.npy,1
/home/guoj5/Desktop/data_normalized/sample_ds_10/object/sample_617.npy,1
/home/guoj5/Desktop/data_normalized/sample_ds_10/nothing/sample_22093.npy,0
/home/guoj5/Desktop/data_normalized/sample_ds_2/nothing/sample_1846.npy,0
/home/guoj5/Desktop/data_normalized/sample_ds_10/nothing/sample_23009.npy,0
/home/guoj5/Desktop/data_normalized/sample_ds_2/nothing/sample_6567.npy,0
/home/guoj5/Desktop/data_normalized/sample_ds_8/nothing/sample_3311.npy,0
/home/guoj5/Desktop/data_normalized/sample_ds_7/nothing/sample_8696.npy,0
/home/guoj5/Desktop/data_normalized/sample_ds_10/nothing/sample_947.npy,0
/home/guoj5/Desktop/data_normalized/sample_ds_11/nothing/sample_4610.npy,0
/home/guoj5/Desktop/data_normalized/sample_ds_10/nothing/sample_31402.npy,1
/home/guoj5/Desktop/data_normalized/sample_ds_11/object/sample_2817.npy,1
/home/guoj5/Desktop/data_normalized/sample_ds_11/nothing/sample_3139.npy,0
/home/guoj5/Desktop/data_normalized/sample_ds_10/nothing/sample_12916.npy,0
/home/guoj5/Desktop/data_normalized/sample_ds_11/nothing/sample_6221.npy,1
/home/guoj5/Desktop/data_normalized/sample_ds_2/nothing/sample_6730.npy,0
/home/guoj5/Desktop/data_normalized/sample_ds_10/object/sample_19152.npy,1
/home/guoj5/Desktop/data_normalized/sample_ds_11/nothing/sample_15742.npy,1
/home/guoj5/Desktop/data_normalized/sample_ds_10/nothing/sample_17036.npy,0
/home/guoj5/Desktop/data_normalized/sample_ds_1/nothing/sample_323.npy,0
/home/guoj5/Desktop/data_normalized/sample_ds_10/object/sample_10978.npy,1
/home/guoj5/Desktop/data_normalized/sample_ds_0/object/sample_395.npy,1
/home/guoj5/Desktop/data_normalized/sample_ds_7/nothing/sample_4267.npy,1
/home/guoj5/Desktop/data_normalized/sample_ds_10/nothing/sample_18915.npy,0
/home/guoj5/Desktop/data_normalized/sample_ds_10/nothing/sample_17945.npy,1
/home/guoj5/Desktop/data_normalized/sample_ds_10/nothing/sample_1096.npy,1
/home/guoj5/Desktop/data_normalized/sample_ds_10/nothing/sample_855.npy,1
/home/guoj5/Desktop/data_normalized/sample_ds_7/object/sample_1979.npy,1
/home/guoj5/Desktop/data_normalized/sample_ds_5/object/sample_1207.npy,1
/home/guoj5/Desktop/data_normalized/sample_ds_11/nothing/sample_8000.npy,0
/home/guoj5/Desktop/data_normalized/sample_ds_10/nothing/sample_20126.npy,0
/home/guoj5/Desktop/data_normalized/sample_ds_10/object/sample_9467.npy,1
/home/guoj5/Desktop/data_normalized/sample_ds_10/nothing/sample_35513.npy,0
/home/guoj5/Desktop/data_normalized/sample_ds_10/nothing/sample_12681.npy,0
/home/guoj5/Desktop/data_normalized/sample_ds_7/nothing/sample_7189.npy,0
/home/guoj5/Desktop/data_normalized/sample_ds_11/nothing/sample_2306.npy,1
/home/guoj5/Desktop/data_normalized/sample_ds_8/nothing/sample_27.npy,0
/home/guoj5/Desktop/data_normalized/sample_ds_5/nothing/sample_2907.npy,0
/home/guoj5/Desktop/data_normalized/sample_ds_8/object/sample_786.npy,1
/home/guoj5/Desktop/data_normalized/sample_ds_10/object/sample_195.npy,1
/home/guoj5/Desktop/data_normalized/sample_ds_11/nothing/sample_4842.npy,0
/home/guoj5/Desktop/data_normalized/sample_ds_10/object/sample_10807.npy,1
/home/guoj5/Desktop/data_normalized/sample_ds_9/object/sample_84.npy,1
/home/guoj5/Desktop/data_normalized/sample_ds_7/nothing/sample_8145.npy,0
/home/guoj5/Desktop/data_normalized/sample_ds_3/object/sample_45.npy,1
/home/guoj5/Desktop/data_normalized/sample_ds_11/object/sample_16316.npy,1
/home/guoj5/Desktop/data_normalized/sample_ds_5/object/sample_1035.npy,1
/home/guoj5/Desktop/data_normalized/sample_ds_8/nothing/sample_400.npy,0
/home/guoj5/Desktop/data_normalized/sample_ds_7/nothing/sample_1949.npy,1
/home/guoj5/Desktop/data_normalized/sample_ds_2/object/sample_1956.npy,1
/home/guoj5/Desktop/data_normalized/sample_ds_11/nothing/sample_13378.npy,0
/home/guoj5/Desktop/data_normalized/sample_ds_10/nothing/sample_20165.npy,1
/home/guoj5/Desktop/data_normalized/sample_ds_8/nothing/sample_3019.npy,0
/home/guoj5/Desktop/data_normalized/sample_ds_10/nothing/sample_38429.npy,0
/home/guoj5/Desktop/data_normalized/sample_ds_2/nothing/sample_8069.npy,0
/home/guoj5/Desktop/data_normalized/sample_ds_2/nothing/sample_4147.npy,0
/home/guoj5/Desktop/data_normalized/sample_ds_10/object/sample_8853.npy,1
/home/guoj5/Desktop/data_normalized/sample_ds_7/nothing/sample_137.npy,0
/home/guoj5/Desktop/data_normalized/sample_ds_5/object/sample_281.npy,1
/home/guoj5/Desktop/data_normalized/sample_ds_7/object/sample_3390.npy,1
/home/guoj5/Desktop/data_normalized/sample_ds_11/nothing/sample_1090.npy,0
/home/guoj5/Desktop/data_normalized/sample_ds_10/nothing/sample_35147.npy,0
/home/guoj5/Desktop/data_normalized/sample_ds_10/nothing/sample_20854.npy,1
/home/guoj5/Desktop/data_normalized/sample_ds_10/nothing/sample_610.npy,1
/home/guoj5/Desktop/data_normalized/sample_ds_10/object/sample_18731.npy,1
/home/guoj5/Desktop/data_normalized/sample_ds_10/nothing/sample_522.npy,0
/home/guoj5/Desktop/data_normalized/sample_ds_2/object/sample_5337.npy,1
/home/guoj5/Desktop/data_normalized/sample_ds_2/object/sample_1012.npy,1
/home/guoj5/Desktop/data_normalized/sample_ds_2/nothing/sample_7587.npy,0
/home/guoj5/Desktop/data_normalized/sample_ds_10/nothing/sample_12163.npy,0
/home/guoj5/Desktop/data_normalized/sample_ds_10/object/sample_26315.npy,1
/home/guoj5/Desktop/data_normalized/sample_ds_10/object/sample_9132.npy,1
/home/guoj5/Desktop/data_normalized/sample_ds_7/nothing/sample_7793.npy,0
/home/guoj5/Desktop/data_normalized/sample_ds_10/object/sample_178.npy,1
/home/guoj5/Desktop/data_normalized/sample_ds_5/object/sample_169.npy,1
/home/guoj5/Desktop/data_normalized/sample_ds_2/object/sample_58.npy,1
/home/guoj5/Desktop/data_normalized/sample_ds_2/object/sample_9.npy,1
/home/guoj5/Desktop/data_normalized/sample_ds_7/nothing/sample_1637.npy,0
/home/guoj5/Desktop/data_normalized/sample_ds_2/nothing/sample_2575.npy,0
/home/guoj5/Desktop/data_normalized/sample_ds_2/object/sample_3953.npy,1
/home/guoj5/Desktop/data_normalized/sample_ds_10/nothing/sample_3086.npy,0
/home/guoj5/Desktop/data_normalized/sample_ds_10/nothing/sample_33455.npy,0
/home/guoj5/Desktop/data_normalized/sample_ds_11/nothing/sample_7039.npy,0
/home/guoj5/Desktop/data_normalized/sample_ds_10/nothing/sample_22251.npy,0
/home/guoj5/Desktop/data_normalized/sample_ds_10/nothing/sample_7718.npy,0
/home/guoj5/Desktop/data_normalized/sample_ds_11/object/sample_16990.npy,1
/home/guoj5/Desktop/data_normalized/sample_ds_10/object/sample_8856.npy,1
/home/guoj5/Desktop/data_normalized/sample_ds_10/nothing/sample_25580.npy,0
/home/guoj5/Desktop/data_normalized/sample_ds_10/nothing/sample_26655.npy,0
/home/guoj5/Desktop/data_normalized/sample_ds_10/nothing/sample_28366.npy,0
/home/guoj5/Desktop/data_normalized/sample_ds_11/object/sample_15724.npy,1
/home/guoj5/Desktop/data_normalized/sample_ds_10/object/sample_30324.npy,1
/home/guoj5/Desktop/data_normalized/sample_ds_7/object/sample_9051.npy,1
/home/guoj5/Desktop/data_normalized/sample_ds_11/nothing/sample_1190.npy,0
/home/guoj5/Desktop/data_normalized/sample_ds_2/object/sample_99.npy,1
/home/guoj5/Desktop/data_normalized/sample_ds_11/nothing/sample_12947.npy,1
/home/guoj5/Desktop/data_normalized/sample_ds_10/nothing/sample_19065.npy,1
/home/guoj5/Desktop/data_normalized/sample_ds_10/object/sample_18737.npy,1
